region,time,spei_true,spei_pred_persistence
SEA,2007-04-01,0.07226952165365219,-0.08767105638980865
SEA,2007-05-01,0.29282981157302856,0.07226952165365219
SEA,2007-06-01,0.4051784873008728,0.29282981157302856
SEA,2007-07-01,0.28210604190826416,0.4051784873008728
SEA,2007-08-01,0.1737881600856781,0.28210604190826416
SEA,2007-09-01,-0.0016123862005770206,0.1737881600856781
SEA,2007-10-01,0.17320455610752106,-0.0016123862005770206
SEA,2007-11-01,0.12993018329143524,0.17320455610752106
SEA,2007-12-01,0.10595732927322388,0.12993018329143524
SEA,2008-01-01,-0.13150149583816528,0.10595732927322388
SEA,2008-02-01,0.3170619010925293,-0.13150149583816528
SEA,2008-03-01,0.5793637633323669,0.3170619010925293
SEA,2008-04-01,0.6568658947944641,0.5793637633323669
SEA,2008-05-01,0.2774549722671509,0.6568658947944641
SEA,2008-06-01,0.2026376724243164,0.2774549722671509
SEA,2008-07-01,0.24029698967933655,0.2026376724243164
SEA,2008-08-01,0.364717572927475,0.24029698967933655
SEA,2008-09-01,0.31344616413116455,0.364717572927475
SEA,2008-10-01,0.3766080141067505,0.31344616413116455
SEA,2008-11-01,0.5943902730941772,0.3766080141067505
SEA,2008-12-01,0.6068838834762573,0.5943902730941772
SEA,2009-01-01,0.4756121039390564,0.6068838834762573
SEA,2009-02-01,-0.17793411016464233,0.4756121039390564
SEA,2009-03-01,0.08109031617641449,-0.17793411016464233
SEA,2009-04-01,0.379140168428421,0.08109031617641449
SEA,2009-05-01,0.4274648427963257,0.379140168428421
SEA,2009-06-01,-0.02725839801132679,0.4274648427963257
SEA,2009-07-01,-0.27748191356658936,-0.02725839801132679
SEA,2009-08-01,-0.5390474796295166,-0.27748191356658936
SEA,2009-09-01,-0.42478930950164795,-0.5390474796295166
SEA,2009-10-01,-0.6026008129119873,-0.42478930950164795
SEA,2009-11-01,-0.5802286863327026,-0.6026008129119873
SEA,2009-12-01,-0.4501003921031952,-0.5802286863327026
SEA,2010-01-01,-0.11330373585224152,-0.4501003921031952
SEA,2010-02-01,-0.24956724047660828,-0.11330373585224152
SEA,2010-03-01,-0.3036313056945801,-0.24956724047660828
SEA,2010-04-01,-0.40840765833854675,-0.3036313056945801
SEA,2010-05-01,-0.13023237884044647,-0.40840765833854675
SEA,2010-06-01,0.22420428693294525,-0.13023237884044647
SEA,2010-07-01,0.3716181218624115,0.22420428693294525
SEA,2010-08-01,0.6517214775085449,0.3716181218624115
SEA,2010-09-01,0.6771602630615234,0.6517214775085449
SEA,2010-10-01,0.7443312406539917,0.6771602630615234
SEA,2010-11-01,0.5460044741630554,0.7443312406539917
SEA,2010-12-01,0.4956378936767578,0.5460044741630554
SEA,2011-01-01,0.29256656765937805,0.4956378936767578
SEA,2011-02-01,0.3549502193927765,0.29256656765937805
SEA,2011-03-01,0.6405364871025085,0.3549502193927765
SEA,2011-04-01,0.5886103510856628,0.6405364871025085
SEA,2011-05-01,0.6761659383773804,0.5886103510856628
SEA,2011-06-01,0.41738247871398926,0.6761659383773804
SEA,2011-07-01,0.17241401970386505,0.41738247871398926
SEA,2011-08-01,-0.007220241706818342,0.17241401970386505
SEA,2011-09-01,-0.04343130812048912,-0.007220241706818342
SEA,2011-10-01,0.25408849120140076,-0.04343130812048912
SEA,2011-11-01,0.3410680890083313,0.25408849120140076
SEA,2011-12-01,0.4419434070587158,0.3410680890083313
SEA,2012-01-01,0.3552255928516388,0.4419434070587158
SEA,2012-02-01,0.3760558068752289,0.3552255928516388
SEA,2012-03-01,0.4635189175605774,0.3760558068752289
SEA,2012-04-01,0.4407206177711487,0.4635189175605774
SEA,2012-05-01,0.47517096996307373,0.4407206177711487
SEA,2012-06-01,0.040256425738334656,0.47517096996307373
SEA,2012-07-01,0.001739171682856977,0.040256425738334656
SEA,2012-08-01,-0.3946557939052582,0.001739171682856977
SEA,2012-09-01,-0.2587904632091522,-0.3946557939052582
SEA,2012-10-01,-0.477668434381485,-0.2587904632091522
SEA,2012-11-01,-0.009772881865501404,-0.477668434381485
SEA,2012-12-01,0.06380991637706757,-0.009772881865501404
SEA,2013-01-01,0.3758113980293274,0.06380991637706757
SEA,2013-02-01,0.15510161221027374,0.3758113980293274
SEA,2013-03-01,0.18709158897399902,0.15510161221027374
SEA,2013-04-01,0.0912894755601883,0.18709158897399902
SEA,2013-05-01,0.04359950125217438,0.0912894755601883
SEA,2013-06-01,-0.031392332166433334,0.04359950125217438
SEA,2013-07-01,0.12604080140590668,-0.031392332166433334
SEA,2013-08-01,0.11157026141881943,0.12604080140590668
SEA,2013-09-01,0.28674811124801636,0.11157026141881943
SEA,2013-10-01,0.24180668592453003,0.28674811124801636
SEA,2013-11-01,0.3455286920070648,0.24180668592453003
SEA,2013-12-01,0.6334199905395508,0.3455286920070648
SEA,2014-01-01,0.4634872078895569,0.6334199905395508
SEA,2014-02-01,0.03762583062052727,0.4634872078895569
SEA,2014-03-01,-0.6216496229171753,0.03762583062052727
